Date,Close_EURUSD,High_EURUSD,Low_EURUSD,Open_EURUSD,Volume_EURUSD
"2015-01-01 00:00:00",1.2098628282546997,1.2098628282546997,1.2098628282546997,1.2098628282546997,0
"2015-01-02 00:00:00",1.2089413404464722,1.208956003189087,1.2010799646377563,1.2088682651519775,0
"2015-01-05 00:00:00",1.194643259048462,1.1975904703140259,1.1889094114303589,1.195500135421753,0
"2015-01-06 00:00:00",1.193901538848877,1.1969999074935913,1.1886931657791138,1.1938302516937256,0
"2015-01-07 00:00:00",1.1875356435775757,1.1900001764297485,1.1804006099700928,1.1874792575836182,0
"2015-01-08 00:00:00",1.1836000680923462,1.184805989265442,1.1756006479263306,1.1838942766189575,0
"2015-01-09 00:00:00",1.1796069145202637,1.1838297843933105,1.176830530166626,1.1794260740280151,0
"2015-01-12 00:00:00",1.187070369720459,1.1872000694274902,1.1788004636764526,1.1870139837265015,0
"2015-01-13 00:00:00",1.1831519603729248,1.1859019994735718,1.1756504774093628,1.1832358837127686,0
"2015-01-14 00:00:00",1.1778285503387451,1.184356927871704,1.173060417175293,1.1776759624481201,0
"2015-01-15 00:00:00",1.1785920858383179,1.1788560152053833,1.1592293977737427,1.178383708000183,0
"2015-01-16 00:00:00",1.1637378931045532,1.1650002002716064,1.1464300155639648,1.1639004945755005,0
"2015-01-19 00:00:00",1.1566041707992554,1.1638705730438232,1.155401587486267,1.156376838684082,0
"2015-01-20 00:00:00",1.1597968339920044,1.1615993976593018,1.1569199562072754,1.1597026586532593,0
"2015-01-21 00:00:00",1.1546944379806519,1.1663997173309326,1.1543744802474976,1.1546677350997925,0
"2015-01-22 00:00:00",1.1615345478057861,1.1642893552780151,1.1414000988006592,1.1616965532302856,0
"2015-01-23 00:00:00",1.1346745491027832,1.1373976469039917,1.1121799945831299,1.1346487998962402,0
"2015-01-26 00:00:00",1.1125450134277344,1.1283994913101196,1.1140819787979126,1.1140819787979126,0
"2015-01-27 00:00:00",1.1247708797454834,1.14199960231781,1.1226003170013428,1.1250998973846436,0
"2015-01-28 00:00:00",1.1367381811141968,1.138200283050537,1.1307804584503174,1.1366994380950928,0
"2015-01-29 00:00:00",1.1281461715698242,1.1368002891540527,1.126405119895935,1.1284770965576172,0
"2015-01-30 00:00:00",1.13355553150177,1.1363998651504517,1.1285994052886963,1.1337354183197021,0
"2015-02-02 00:00:00",1.1309019327163696,1.1359995603561401,1.1292927265167236,1.130467176437378,0
"2015-02-03 00:00:00",1.1341726779937744,1.1450005769729614,1.1317901611328125,1.1336969137191772,0
"2015-02-04 00:00:00",1.145737886428833,1.1484194993972778,1.1404199600219727,1.1456853151321411,0
"2015-02-05 00:00:00",1.131874680519104,1.1460003852844238,1.1316953897476196,1.131721019744873,0
"2015-02-06 00:00:00",1.147196888923645,1.147599697113037,1.132002830505371,1.1470915079116821,0
"2015-02-09 00:00:00",1.1314393281936646,1.1359995603561401,1.1271694898605347,1.1314777135849,0
"2015-02-10 00:00:00",1.1326953172683716,1.1350003480911255,1.127559781074524,1.1326054334640503,0
"2015-02-11 00:00:00",1.1321951150894165,1.1331958770751953,1.128860592842102,1.1319515705108643,0
